Old Url,New Url
http://www.decc.gov.uk/en/content/cms/news/allenergy/allenergy.aspx,https://www.gov.uk/government/speeches/charles-hendry-speech-at-all-energy-aberdeen
http://www.decc.gov.uk/en/content/cms/news/ch_smart_grid/ch_smart_grid.aspx,https://www.gov.uk/government/speeches/charles-hendry-speech-at-smartgrid-gb-event
http://www.decc.gov.uk/en/content/cms/news/chendry_cbi/chendry_cbi.aspx,https://www.gov.uk/government/speeches/charles-hendry-speech-to-the-cbi-energy-conference-14-june-2011
http://www.decc.gov.uk/en/content/cms/news/hendry_irewind/hendry_irewind.aspx,https://www.gov.uk/government/speeches/charles-hendry-speech-to-the-national-offshore-wind-association-of-ireland-annual-conference
http://www.decc.gov.uk/en/content/cms/news/charlesh_niasp/charlesh_niasp.aspx,https://www.gov.uk/government/speeches/charles-hendry-speech-to-the-nuclear-institute-north-west-branch-annual-dinner
http://www.decc.gov.uk/en/content/cms/news/hendry_smart/hendry_smart.aspx,https://www.gov.uk/government/speeches/charles-hendry-speech-to-the-smart-metering-forum
http://www.decc.gov.uk/en/content/cms/news/hendry_wilton/hendry_wilton.aspx,https://www.gov.uk/government/speeches/charles-hendry-speech-to-wilton-park-conference-the-role-of-gas-in-the-uk-energy-mix
http://www.decc.gov.uk/en/content/cms/news/hendry_211010/hendry_211010.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-at-the-energy-and-utility-forum-house-of-commons
http://www.decc.gov.uk/en/content/cms/news/ch_sp_mena/ch_sp_mena.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-at-the-middle-east-and-north-africa-energy-conference-chatham-house-london
http://www.decc.gov.uk/en/content/cms/news/osloenergy/osloenergy.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-at-the-oslo-energy-forum
http://www.decc.gov.uk/en/content/cms/news/hendry8jun2010/hendry8jun2010.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-on-sustainable-energy-security
http://www.decc.gov.uk/en/content/cms/news/chsp_ccs/chsp_ccs.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-to-platts-ccs-conference
http://www.decc.gov.uk/en/content/cms/news/ch_speech_nia/ch_speech_nia.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-to-the-nia-conference-the-road-to-final-investment-decisions
http://www.decc.gov.uk/en/content/cms/news/chendry_nof/chendry_nof.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-to-the-nof-energy-conference
http://www.decc.gov.uk/en/content/cms/news/nif10/nif10.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-to-the-nuclear-industry-forum
http://www.decc.gov.uk/en/content/cms/news/ch_platts/ch_platts.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-to-the-platts-6th-annual-ccs-conference
http://www.decc.gov.uk/en/content/cms/news/praseg_speech/praseg_speech.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-to-the-praseg-christmas-reception
http://www.decc.gov.uk/en/content/cms/news/ch_offshore/ch_offshore.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-at-offshore-europe-oil-and-gas-conference-aberdeen-managing-complexities-session
http://www.decc.gov.uk/en/content/cms/news/edinburgh/edinburgh.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-to-the-university-of-edinburgh-business-school
http://www.decc.gov.uk/en/content/cms/news/ch_energyforum/ch_energyforum.aspx,https://www.gov.uk/government/speeches/charles-hendrys-speech-at-the-energy-and-utility-forum
http://www.decc.gov.uk/en/content/cms/tackling/international/icc_news/cms_news_pages/huhne_cbi/huhne_cbi.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mp-delivers-speech-at-cbi-climate-change-summit
http://www.decc.gov.uk/en/content/cms/news/huhne_globe/huhne_globe.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mp-speech-to-globe-forum-tianjin
http://www.decc.gov.uk/en/content/cms/news/huhne_cop17spc/huhne_cop17spc.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mp-speech-to-the-durban-cop17-climate-conference-plenary
http://www.decc.gov.uk/en/content/cms/news/ch_grantham/ch_grantham.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mp-speech-to-the-grantham-institute-in-advance-of-the-cop17-summit-in-durban
http://www.decc.gov.uk/en/content/cms/news/ch_sp_royal/ch_sp_royal.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mp-speech-to-the-royal-society-why-the-future-of-nuclear-power-will-be-different
http://www.decc.gov.uk/en/content/cms/news/091210_huhnesp/091210_huhnesp.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mp-speech-cop-16-plenary-statement-cancun
http://www.decc.gov.uk/en/content/cms/news/pylon_sp_sos/pylon_sp_sos.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mp-speech-pylon-design-competition-shortlisting-event
http://www.decc.gov.uk/en/content/cms/news/chsp_artsci_cc/chsp_artsci_cc.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mp-speech-the-art-and-the-science-of-climate-change
http://www.decc.gov.uk/en/content/cms/news/ec_cc_ch/ec_cc_ch.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mp-speech-the-economics-of-climate-change
http://www.decc.gov.uk/en/content/cms/news/chathsespeech/chathsespeech.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-at-chatham-house-23-september-2010
http://www.decc.gov.uk/en/content/cms/news/lgaspeech/lgaspeech.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-at-the-lga-annual-conference-in-bournemouth
http://www.decc.gov.uk/en/content/cms/news/bridgwater_sp/bridgwater_sp.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-at-the-opening-of-the-bridgwater-college-energy-centre
http://www.decc.gov.uk/en/content/cms/news/ch_cpre_lect/ch_cpre_lect.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-for-the-cpre-annual-lecture
http://www.decc.gov.uk/en/content/cms/news/spch_scot_rene/spch_scot_rene.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-on-scottish-renewables
http://www.decc.gov.uk/en/content/cms/news/sos_ccsspeech/sos_ccsspeech.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-to-ccs-senior-stakeholders-conference
http://www.decc.gov.uk/en/content/cms/news/ch_speech/ch_speech.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-to-centreforum-3-march-2011
http://www.decc.gov.uk/en/content/cms/news/lse_chspeech/lse_chspeech.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-to-lse
http://www.decc.gov.uk/en/content/cms/news/carb_show_spch/carb_show_spch.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-to-the-carbon-show-business-design-centre-london
http://www.decc.gov.uk/en/content/cms/news/101117_ch_sp/101117_ch_sp.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-to-the-cbi-conference
http://www.decc.gov.uk/en/content/cms/news/ch_ccsa/ch_ccsa.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-to-the-ccsa-reception
http://www.decc.gov.uk/en/content/cms/news/energy_summit/energy_summit.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-to-the-economist-uk-energy-summit
http://www.decc.gov.uk/en/content/cms/news/sos_efefspeech/sos_efefspeech.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-to-the-european-future-energy-forum
http://www.decc.gov.uk/en/content/cms/news/green_all_spch/green_all_spch.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-to-the-green-alliance-uk-eu-action-on-climate-change
http://www.decc.gov.uk/en/content/cms/news/cleantech/cleantech.aspx,https://www.gov.uk/government/speeches/the-rt-hon-chris-huhne-mps-speech-to-the-guardians-cleantech-energy-summit
