Old Url,New Url,Status,Suggested Links,Archive Link
http://www.direct.gov.uk/en/YoungPeople/HealthAndRelationships/FamilyAndRelationships/DG_10032439,https://www.gov.uk/report-domestic-abuse,301,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10010857,,410,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_068715,,410,,
http://www.direct.gov.uk/en/Hl1/Help/DG_020463,,410,,
http://www.direct.gov.uk/en/SiteInformation/DG_020463,,410,,
http://www.direct.gov.uk/en/EducationAndLearning/UniversityAndHigherEducation/StudentFinance/Typesoffinance/DG_171615,https://www.gov.uk/access-to-learning-fund,301,,
http://www.direct.gov.uk/en/DisabledPeople/Employmentsupport/WorkSchemesAndProgrammes/DG_4000347,https://www.gov.uk/access-to-work,301,,
http://www.direct.gov.uk/en/DisabledPeople/Employmentsupport/WorkSchemesAndProgrammes/DG_173083,https://www.gov.uk/access-to-work/how-to-claim,301,,
http://www.direct.gov.uk/en/Parents/Schoolslearninganddevelopment/YourChildsWelfareAtSchool/DG_10037983,,410,,
http://www.direct.gov.uk/en/DisabledPeople/Everydaylifeandaccess/Everydayaccess/DG_4018353,https://www.gov.uk/rights-disabled-person/overview,301,,
http://www.direct.gov.uk/en/DisabledPeople/DG_201750,https://www.gov.uk/access-to-work,301,,
http://www.direct.gov.uk/en/Hl1/Help/Accessibility/DG_10016906,,410,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_078606,,410,,
http://www.direct.gov.uk/en/Dl1/Directories/UsefulContactsByCategory/DisabledPeopleContacts/OrganisationsAndCharities/DG_10014867,,410,,
http://www.direct.gov.uk/en/DisabledPeople/HealthAndSupport/Equipment/DG_4000577,,410,,
http://www.direct.gov.uk/en/Dl1/Directories/UsefulContactsByCategory/DisabledPeopleContacts/OrganisationsAndCharities/DG_10014882,,410,,
http://www.direct.gov.uk/en/Governmentcitizensandrights/Yourrightsandresponsibilities/Accidentandinjurydisputes/index.htm,https://www.gov.uk/compensation-after-accident-or-injury/write-a-letter-complain-or-try-mediation,301,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10010996,,410,http://www.hse.gov.uk/riddor,
http://www.direct.gov.uk/en/Employment/HealthAndSafetyAtWork/DG_10026579,https://www.gov.uk/health-and-safety-executive,301,,
http://www.direct.gov.uk/en/Motoring/DriverLicensing/MedicalRulesForDrivers/MedicalA-Z/DG_185230,https://www.gov.uk/acoustic-neuroma-and-driving,301,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10011077,,410,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10010867,,410,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10029831,,410,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10015187,,410,,
http://www.direct.gov.uk/en/Pensionsandretirementplanning/Activewhenyoureolder/index.htm,https://www.gov.uk/state-pension,410,,
http://www.direct.gov.uk/en/DisabledPeople/HomeAndHousingOptions/YourHome/DG_4000634,https://www.gov.uk/financial-help-disabled/home-and-housing,301,,
http://www.direct.gov.uk/en/DisabledPeople/MotoringAndTransport/Yourvehicleandlicence/DG_10028001,https://www.gov.uk/driving-if-disabled/what-the-dvla-will-decide,301,,
http://www.direct.gov.uk/en/Governmentcitizensandrights/Registeringlifeevents/Birthandadoptionrecords/Registeringorchangingabirthrecord/DG_175620,https://www.gov.uk/register-birth/who-can-register-a-birth,301,,
http://www.direct.gov.uk/en/MoneyTaxAndBenefits/ChildBenefitandChildTrustFund/ChildTrustFund/WhentheChildTrustFundisupandrunning/DG_193679,https://www.gov.uk/child-trust-funds/adding-money-to-the-account,301,,
http://www.direct.gov.uk/en/Motoring/DriverLicensing/MedicalRulesForDrivers/MedicalA-Z/DG_185231,https://www.gov.uk/addisons-disease-driving,301,,
http://www.direct.gov.uk/en/Parents/Moneyandworkentitlements/WorkAndFamilies/Paternityrightsintheworkplace/DG_190788,https://www.gov.uk/paternityleave,301,,
http://www.direct.gov.uk/en/Parents/Moneyandworkentitlements/WorkAndFamilies/Paternityrightsintheworkplace/DG_190780,https://www.gov.uk/paternityleave/further-information,301,,
http://www.direct.gov.uk/en/Parents/Moneyandworkentitlements/WorkAndFamilies/Paternityrightsintheworkplace/DG_190782,https://www.gov.uk/paternityleave,301,,
http://www.direct.gov.uk/en/Pensionsandretirementplanning/StatePension/DG_4017827,https://www.gov.uk/additional-state-pension,301,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10015193,,410,http://www.adjudicatorsoffice.gov.uk,
http://www.direct.gov.uk/en/MoneyTaxAndBenefits/ManagingDebt/Debtrepaymentoptions/DG_187374,https://www.gov.uk/options-for-paying-off-your-debts/administration-orders,301,,
http://www.direct.gov.uk/en/Parents/Adoptionfosteringandchildrenincare/AdoptionAndFostering/DG_10021340,https://www.gov.uk/child-adoption/adopting-a-stepchild,301,,
http://www.direct.gov.uk/en/Parents/Adoptionfosteringandchildrenincare/AdoptionAndFostering/index.htm,https://www.gov.uk/child-adoption/overview,301,,
http://www.direct.gov.uk/en/Dl1/Directories/DG_10010975,,410,,
http://www.direct.gov.uk/en/Governmentcitizensandrights/Registeringlifeevents/Birthandadoptionrecords/Adoptionrecords/index.htm,https://www.gov.uk/adoption-records,301,,
http://www.direct.gov.uk/en/Parents/Moneyandworkentitlements/WorkAndFamilies/Adoptionrightsintheworkplace/index.htm,https://www.gov.uk/adoption-leave,301,,
http://www.direct.gov.uk/en/Parents/Adoptionfosteringandchildrenincare/index.htm,https://www.gov.uk/child-adoption/overview,410,,
http://www.direct.gov.uk/en/Dl1/Directories/UsefulContactsByCategory/ParentsContacts/DG_172265,,410,,
http://www.direct.gov.uk/en/EducationAndLearning/UniversityAndHigherEducation/StudentFinance/Typesoffinance/DG_171617,https://www.gov.uk/adult-dependants-grant,301,,
