Old Url,New Url,Status,Tag,Slug,Admin Url,state
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/20101110RoyalSocietyOfMedicine.htm,https://www.gov.uk/government/speeches/2010-11-10-royal-society-of-medicine,301,Closed,2010-11-10-royal-society-of-medicine,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18692,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/ChiefStaff/20101122SecuringBritainInAnAgeOfUncertainty.htm,https://www.gov.uk/government/speeches/2010-11-22-securing-britain-in-an-age-of-uncertainty,,Open,2010-11-22-securing-britain-in-an-age-of-uncertainty,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18693,draft
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinDES/20101123DefenceScienceTechnology.htm,https://www.gov.uk/government/speeches/2010-11-23-defence-science-technology,301,Closed,2010-11-23-defence-science-technology,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18694,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/20101206ArmedForces2020ReservesInTransformationConference.htm,https://www.gov.uk/government/speeches/2010-12-06-armed-forces-2020-reserves-in-transformation-conference--2,301,Closed,2010-12-06-armed-forces-2020-reserves-in-transformation-conference--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18695,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/ChiefStaff/2010121411thAnnualChiefOfDefenceStaffLecture.htm,https://www.gov.uk/government/speeches/2010-12-14-11th-annual-chief-of-defence-staff-lecture,,Open,2010-12-14-11th-annual-chief-of-defence-staff-lecture,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18696,draft
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20101214DenmarkukDefenceCooperation.htm,https://www.gov.uk/government/speeches/2010-12-14-denmark-uk-defence-co-operation,301,Closed,2010-12-14-denmark-uk-defence-co-operation,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18697,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20110110TransformingDefence.htm,https://www.gov.uk/government/speeches/2011-01-10-transforming-defence--2,301,Closed,2011-01-10-transforming-defence--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18698,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SeniorOfficials/20110202TransformingDefenceABritishPerspectiveOnDefenceInATimeOfFinancialChallenge.htm,https://www.gov.uk/government/speeches/2011-02-02-transforming-defence-a-british-perspective-on-defence-in-a-time-of-financial-challenge,,Open,2011-02-02-transforming-defence-a-british-perspective-on-defence-in-a-time-of-financial-challenge,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18699,draft
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/20110211ArmyRecoveryCapability.htm,https://www.gov.uk/government/speeches/2011-02-11-army-recovery-capability--2,301,Closed,2011-02-11-army-recovery-capability--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18700,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20110214QuarterlyStatementOnAfghanistan.htm,https://www.gov.uk/government/speeches/2011-02-14-quarterly-statement-on-afghanistan,301,Closed,2011-02-14-quarterly-statement-on-afghanistan,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18701,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinISD/20110219GulfDefenceConference.htm,https://www.gov.uk/government/speeches/2011-02-19-gulf-defence-conference--2,301,Closed,2011-02-19-gulf-defence-conference--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18702,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20110222ValueForMoneyAtTheMod.htm,https://www.gov.uk/government/speeches/2011-02-22-value-for-money-at-the-mod,301,Closed,2011-02-22-value-for-money-at-the-mod,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18703,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinISD/20110309GreenPaperConsultationEventexports.htm,https://www.gov.uk/government/speeches/2011-03-09-green-paper-consultation-event-exports,301,Closed,2011-03-09-green-paper-consultation-event-exports,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18704,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinUSSLSD/20110310SandhurstFoundationDinner.htm,https://www.gov.uk/government/speeches/2011-03-10-sandhurst-foundation-dinner,301,Closed,2011-03-10-sandhurst-foundation-dinner,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18705,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SeniorOfficials/20110315RusicranfieldUniversityAcquisitionReformConference.htm,https://www.gov.uk/government/speeches/2011-03-15-rusi-cranfield-university-acquisition-reform-conference,,Open,2011-03-15-rusi-cranfield-university-acquisition-reform-conference,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18706,draft
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinISD/20110323JakartaInternationalDefenceDialoguejidd.htm,https://www.gov.uk/government/speeches/2011-03-23-jakarta-international-defence-dialogue-jidd,301,Closed,2011-03-23-jakarta-international-defence-dialogue-jidd,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18707,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20110331NaturalPartnersNecessaryPartnersUkfranceDefenceCooperation.htm,https://www.gov.uk/government/speeches/2011-03-31-natural-partners-necessary-partners-uk-france-defence-co-operation--2,301,Closed,2011-03-31-natural-partners-necessary-partners-uk-france-defence-co-operation--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18708,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinISD/20110513PolishbritishRoundTable.htm,https://www.gov.uk/government/speeches/2011-05-13-polish-british-round-table,301,Closed,2011-05-13-polish-british-round-table,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18709,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20110519StrongEconomyStrongDefenceStrategicReachProtectingNationalSecurityInThe21stCentury.htm,https://www.gov.uk/government/speeches/2011-05-19-strong-economy-strong-defence-strategic-reach-protecting-national-security-in-the-21st-century,301,Closed,2011-05-19-strong-economy-strong-defence-strategic-reach-protecting-national-security-in-the-21st-century,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18710,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/20110525BritishMedicalAssociationbmaArmedForcesConference.htm,https://www.gov.uk/government/speeches/2011-05-25-british-medical-association-bma-armed-forces-conference--2,301,Closed,2011-05-25-british-medical-association-bma-armed-forces-conference--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18711,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinISD/20110601LandWarfareConference.htm,https://www.gov.uk/government/speeches/2011-06-01-land-warfare-conference,301,Closed,2011-06-01-land-warfare-conference,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18712,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20110607CyberTheWarOfTheInvisibleEnemy.htm,https://www.gov.uk/government/speeches/2011-06-07-cyber-the-war-of-the-invisible-enemy,301,Closed,2011-06-07-cyber-the-war-of-the-invisible-enemy,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18713,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinDES/2011061628thInternationalGlobalSecurityWorkshop.htm,https://www.gov.uk/government/speeches/2011-06-16-28th-international-global-security-workshop,301,Closed,2011-06-16-28th-international-global-security-workshop,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18714,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20110625ArmedForcesDay.htm,https://www.gov.uk/government/speeches/2011-06-25-armed-forces-day--2,301,Closed,2011-06-25-armed-forces-day--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18715,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinUSSLSD/20110625ArmedForcesDay.htm,https://www.gov.uk/government/speeches/2011-06-25-armed-forces-day--3,301,Closed,2011-06-25-armed-forces-day--3,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18716,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20110627ReformingDefence.htm,https://www.gov.uk/government/speeches/2011-06-27-reforming-defence,301,Closed,2011-06-27-reforming-defence,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18717,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinISD/20110629shapingNatosReformAgendaConference.htm,https://www.gov.uk/government/speeches/2011-06-29-shaping-nato-s-reform-agenda-conference,301,Closed,2011-06-29-shaping-nato-s-reform-agenda-conference,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18718,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20110705CyberSecurityAnAllOfSocietyApproach.htm,https://www.gov.uk/government/speeches/2011-07-05-cyber-security-an-all-of-society-approach,301,Closed,2011-07-05-cyber-security-an-all-of-society-approach,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18719,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinDES/20110706RusiFutureMaritimeOperationsConference2011.htm,https://www.gov.uk/government/speeches/2011-07-06-rusi-future-maritime-operations-conference-2011--2,301,Closed,2011-07-06-rusi-future-maritime-operations-conference-2011--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18720,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20110713AirPowerInAnAgeOfUncertainty.htm,https://www.gov.uk/government/speeches/2011-07-13-air-power-in-an-age-of-uncertainty,301,Closed,2011-07-13-air-power-in-an-age-of-uncertainty,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18721,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinISD/20110715RoyalInternationalAirTattooriatGalaDinner.htm,https://www.gov.uk/government/speeches/2011-07-15-royal-international-air-tattoo-riat-gala-dinner,301,Closed,2011-07-15-royal-international-air-tattoo-riat-gala-dinner,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18722,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinDES/20110720UkfranceIndustryDay.htm,https://www.gov.uk/government/speeches/2011-07-20-uk-france-industry-day,301,Closed,2011-07-20-uk-france-industry-day,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18723,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinISD/201107261958UkusMutualDefenceAgreementStocktake.htm,https://www.gov.uk/government/speeches/2011-07-26-1958-uk-us-mutual-defence-agreement-stocktake,301,Closed,2011-07-26-1958-uk-us-mutual-defence-agreement-stocktake,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18724,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20110830PartnershipWithPurposeMultilayeredSecurityInThe21stCentury.htm,https://www.gov.uk/government/speeches/2011-08-30-partnership-with-purpose-multi-layered-security-in-the-21st-century,301,Closed,2011-08-30-partnership-with-purpose-multi-layered-security-in-the-21st-century,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18725,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/20110901ModWelfareConference.htm,https://www.gov.uk/government/speeches/2011-09-01-mod-welfare-conference--2,301,Closed,2011-09-01-mod-welfare-conference--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18726,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20110908StatementOnTheReportIntoTheDeathOfMrBahaMousaInIraqIn2003.htm,https://www.gov.uk/government/speeches/2011-09-08-statement-on-the-report-into-the-death-of-mr-baha-mousa-in-iraq-in-2003,301,Closed,2011-09-08-statement-on-the-report-into-the-death-of-mr-baha-mousa-in-iraq-in-2003,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18727,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinISD/20110912NatoAlliedCommandTransformationactIndustryDay.htm,https://www.gov.uk/government/speeches/2011-09-12-nato-allied-command-transformation-act-industry-day,301,Closed,2011-09-12-nato-allied-command-transformation-act-industry-day,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18728,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20110913BuildingSecurityCelebratingSuccess.htm,https://www.gov.uk/government/speeches/2011-09-13-building-security-celebrating-success,301,Closed,2011-09-13-building-security-celebrating-success,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18729,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20110915TransformingTheManagementOfDefence.htm,https://www.gov.uk/government/speeches/2011-09-15-transforming-the-management-of-defence,301,Closed,2011-09-15-transforming-the-management-of-defence,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18730,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/20110919SirOswaldStollFoundationAgm.htm,https://www.gov.uk/government/speeches/2011-09-19-sir-oswald-stoll-foundation-agm,301,Closed,2011-09-19-sir-oswald-stoll-foundation-agm,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18731,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinDES/20111011ModindustryWorkshop.htm,https://www.gov.uk/government/speeches/2011-10-11-mod-industry-workshop,301,Closed,2011-10-11-mod-industry-workshop,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18732,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinISD/20111013HmsAnsonKeelLayingCeremony.htm,https://www.gov.uk/government/speeches/2011-10-13-hms-anson-keel-laying-ceremony,301,Closed,2011-10-13-hms-anson-keel-laying-ceremony,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18733,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20111014SupportingCivilianAuthorityWhatRoleForTheMilitary.htm,https://www.gov.uk/government/speeches/2011-10-14-supporting-civilian-authority-what-role-for-the-military--2,301,Closed,2011-10-14-supporting-civilian-authority-what-role-for-the-military--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18734,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20111018QuarterlyStatementOnAfghanistan.htm,https://www.gov.uk/government/speeches/2011-10-18-quarterly-statement-on-afghanistan--2,301,Closed,2011-10-18-quarterly-statement-on-afghanistan--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18735,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinISD/20111019HelipowerConferenceAndExhibition.htm,https://www.gov.uk/government/speeches/2011-10-19-heli-power-conference-exhibition,301,Closed,2011-10-19-heli-power-conference-exhibition,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18736,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20111024SoldiersSailorsAirmenAndFamiliesAssociationssafaAnnualDefenceIndustryDinner.htm,https://www.gov.uk/government/speeches/2011-10-24-soldiers-sailors-airmen-and-families-association-ssafa-annual-defence-industry-dinner,301,Closed,2011-10-24-soldiers-sailors-airmen-and-families-association-ssafa-annual-defence-industry-dinner,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18737,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/20111027TheConfederationOfServiceCharitiescobseoAgm.htm,https://www.gov.uk/government/speeches/2011-10-27-the-confederation-of-service-charities-cobseo-agm,301,Closed,2011-10-27-the-confederation-of-service-charities-cobseo-agm,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18738,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/20111101LocalGovernmentAssociationConference.htm,https://www.gov.uk/government/speeches/2011-11-01-local-government-association-conference,301,Closed,2011-11-01-local-government-association-conference,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18739,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinUSSLSD/20111103WolfeSocietyDinner.htm,https://www.gov.uk/government/speeches/2011-11-03-wolfe-society-dinner,301,Closed,2011-11-03-wolfe-society-dinner,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18740,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinUSSLSD/20111107ArmedForcesParliamentaryScheme.htm,https://www.gov.uk/government/speeches/2011-11-07-armed-forces-parliamentary-scheme,301,Closed,2011-11-07-armed-forces-parliamentary-scheme,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18741,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinDES/20111109ModernInfantryConference.htm,https://www.gov.uk/government/speeches/2011-11-09-modern-infantry-conference--2,301,Closed,2011-11-09-modern-infantry-conference--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18742,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinDES/20111114IntellectDinner.htm,https://www.gov.uk/government/speeches/2011-11-14-intellect-dinner,301,Closed,2011-11-14-intellect-dinner,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18743,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20111121CyberSecurityInTheUk.htm,https://www.gov.uk/government/speeches/2011-11-21-cyber-security-in-the-uk,301,Closed,2011-11-21-cyber-security-in-the-uk,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18744,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinUSSLSD/20111125SultanofOmansArmedForcesAssociationAnnualDinner.htm,https://www.gov.uk/government/speeches/2011-11-25-sultan-of-oman-s-armed-forces-association-annual-dinner,301,Closed,2011-11-25-sultan-of-oman-s-armed-forces-association-annual-dinner,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18745,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/20111201ModCivilianApprenticeAwards.htm,https://www.gov.uk/government/speeches/2011-12-01-mod-civilian-apprentice-awards,301,Closed,2011-12-01-mod-civilian-apprentice-awards,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18746,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20111206DefenceCouncilAnnualReception.htm,https://www.gov.uk/government/speeches/2011-12-06-defence-council-annual-reception,301,Closed,2011-12-06-defence-council-annual-reception,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18747,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20111207UknorwayNuclearDisarmamentVerificationInitiativeWorkshop.htm,https://www.gov.uk/government/speeches/2011-12-07-uk-norway-nuclear-disarmament-verification-initiative-workshop,301,Closed,2011-12-07-uk-norway-nuclear-disarmament-verification-initiative-workshop,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18748,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20111208DeliveringOnTheFrontlineOperationalSuccessAndSustainableArmedForces.htm,https://www.gov.uk/government/speeches/2011-12-08-delivering-on-the-frontline-operational-success-and-sustainable-armed-forces--2,301,Closed,2011-12-08-delivering-on-the-frontline-operational-success-and-sustainable-armed-forces--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18749,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/ChiefStaff/2011121412thAnnualChiefOfDefenceStaffLecture.htm,https://www.gov.uk/government/speeches/2011-12-14-12th-annual-chief-of-defence-staff-lecture,,Open,2011-12-14-12th-annual-chief-of-defence-staff-lecture,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18750,draft
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20120105NatoTheCaseForCollectiveDefenceInThe21stCentury.htm,https://www.gov.uk/government/speeches/2012-01-05-nato-the-case-for-collective-defence-in-the-21st-century--2,301,Closed,2012-01-05-nato-the-case-for-collective-defence-in-the-21st-century--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18751,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinISD/20120123EuropeanDefenceAndSecurity2012.htm,https://www.gov.uk/government/speeches/2012-01-23-european-defence-and-security-2012,301,Closed,2012-01-23-european-defence-and-security-2012,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18752,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinDES/20120125DstlStepsNewStarterConference.htm,https://www.gov.uk/government/speeches/2012-01-25-dstl-steps-new-starter-conference,301,Closed,2012-01-25-dstl-steps-new-starter-conference,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18753,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20120209RoyalNavyClubFoundersDayDinner.htm,https://www.gov.uk/government/speeches/2012-02-09-royal-navy-club-founders-day-dinner,301,Closed,2012-02-09-royal-navy-club-founders-day-dinner,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18754,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinDES/20120221InternationalArmouredVehiclesConference.htm,https://www.gov.uk/government/speeches/2012-02-21-international-armoured-vehicles-conference,301,Closed,2012-02-21-international-armoured-vehicles-conference,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18755,published
