Old Url,New Url,Status,Tag,Slug,Admin Url,state
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/2010052770thAnniversaryOfTheDunkirkEvacuation1940.htm,https://www.gov.uk/government/speeches/2010-05-27-70th-anniversary-of-the-dunkirk-evacuation-1940,301,Closed,2010-05-27-70th-anniversary-of-the-dunkirk-evacuation-1940,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18673,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/20100608LandWarfareConference.htm,https://www.gov.uk/government/speeches/2010-06-08-land-warfare-conference,301,Closed,2010-06-08-land-warfare-conference,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18674,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20100614StrategicDefenceAndSecurityReview.htm,https://www.gov.uk/government/speeches/2010-06-14-strategic-defence-and-security-review,301,Closed,2010-06-14-strategic-defence-and-security-review,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18675,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/20100616WhitherWelfare.htm,https://www.gov.uk/government/speeches/2010-06-16-whither-welfare--2,301,Closed,2010-06-16-whither-welfare--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18676,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20100630HeritageFoundation.htm,https://www.gov.uk/government/speeches/2010-06-30-heritage-foundation,301,Closed,2010-06-30-heritage-foundation,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18677,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20100707FutureMaritimeOperationsConference.htm,https://www.gov.uk/government/speeches/2010-07-07-future-maritime-operations-conference--2,301,Closed,2010-07-07-future-maritime-operations-conference--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18678,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20100713DeterrenceInThe21stCentury.htm,https://www.gov.uk/government/speeches/2010-07-13-deterrence-in-the-21st-century,301,Closed,2010-07-13-deterrence-in-the-21st-century,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18679,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20100720FarnboroughInternationalAirShow.htm,https://www.gov.uk/government/speeches/2010-07-20-farnborough-international-air-show,301,Closed,2010-07-20-farnborough-international-air-show,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18680,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinDES/20100722AdsCharityDinnerInSupportOfSsafaForcesHelp.htm,https://www.gov.uk/government/speeches/2010-07-22-ads-charity-dinner-in-support-of-ssafa-forces-help,301,Closed,2010-07-22-ads-charity-dinner-in-support-of-ssafa-forces-help,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18681,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20100813TheNeedForDefenceReform.htm,https://www.gov.uk/government/speeches/2010-08-13-the-need-for-defence-reform,301,Closed,2010-08-13-the-need-for-defence-reform,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18682,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20100914RoyalCollegeOfDefenceStudiesCourse.htm,https://www.gov.uk/government/speeches/2010-09-14-royal-college-of-defence-studies-course,301,Closed,2010-09-14-royal-college-of-defence-studies-course,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18683,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinVet/20100921ModWelfareConference.htm,https://www.gov.uk/government/speeches/2010-09-21-mod-welfare-conference--2,301,Closed,2010-09-21-mod-welfare-conference--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18684,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinUSSLSD/20101012SanctuaryAndEnergyAwards.htm,https://www.gov.uk/government/speeches/2010-10-12-sanctuary-and-energy-awards,301,Closed,2010-10-12-sanctuary-and-energy-awards,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18685,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinUSSLSD/20101014AngloomaniSociety.htm,https://www.gov.uk/government/speeches/2010-10-14-anglo-omani-society,301,Closed,2010-10-14-anglo-omani-society,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18686,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/SofS/20101025SsafaIndustryDinner.htm,https://www.gov.uk/government/speeches/2010-10-25-ssafa-industry-dinner,301,Closed,2010-10-25-ssafa-industry-dinner,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18687,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinUSSLSD/20101101AirPowerMiddleEastConference.htm,https://www.gov.uk/government/speeches/2010-11-01-air-power-middle-east-conference,301,Closed,2010-11-01-air-power-middle-east-conference,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18688,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinDES/20101102DefenceAndSecurityIndustrialAndTechnologyPolicy.htm,https://www.gov.uk/government/speeches/2010-11-02-defence-and-security-industrial-and-technology-policy,301,Closed,2010-11-02-defence-and-security-industrial-and-technology-policy,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18689,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20101104StrategicDefenceAndSecurityReview.htm,https://www.gov.uk/government/speeches/2010-11-04-strategic-defence-and-security-review--2,301,Closed,2010-11-04-strategic-defence-and-security-review--2,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18690,published
http://www.mod.uk/DefenceInternet/AboutDefence/People/Speeches/MinAF/20101109MeetingTheCyberChallenge.htm,https://www.gov.uk/government/speeches/2010-11-09-meeting-the-cyber-challenge,301,Closed,2010-11-09-meeting-the-cyber-challenge,https://whitehall-admin.production.alphagov.co.uk/government/admin/speeches/18691,published
